,username,user_handle,date,retweets,favorites,text,geological_location,mentions,hashtags,tweet_id,permalink
872,WWF,WWF,2019-12-17 11:28,603,1096,"If you had to choose between protecting wildlife on our planet or tackling climate change, which would you prioritise? Find out why we can’t have one without the other! By restoring nature we can create a better planet for people and wildlife # ShareOurPlanetpic.twitter.com/2zyunfJZe7",,,#,1206868874412675072,https://twitter.com/WWF/status/1206868874412675072
873,WWF,WWF,2019-11-14 13:14,906,1663,Our current actions are having devastating effects on our planet through climate change. Trees already absorb 2.5 billion tonnes of carbon from our atmosphere every year but they could do even more... Together let’s show we want our forests to be restored # ShareOurPlanetpic.twitter.com/OlmFMawsCr,,,#,1194936681335525382,https://twitter.com/WWF/status/1194936681335525382
874,WWF,WWF,2019-06-08 13:07,267,516,"Oceans are home to amazing wildlife but these ecosystems are in crisis from overfishing, climate change, pollution & more # PlasticPollution has become so severe, it's in our food, water & air. Are you ready to say no to a # PlasticDiet? http://go.panda.org/plastics # WorldOceansDaypic.twitter.com/gvcCgyPPGN",,,# # #,1137299981449158658,https://twitter.com/WWF/status/1137299981449158658
875,WWF,WWF,2019-05-01 13:27,377,687,"If you saw @ OurPlanet, you’ll know that forests are the key to our climate and home to countless unique species Want to help save our world’s forests? Look for sustainable labels like recycled and FSC. # ShareOurPlanet # NatureMatterspic.twitter.com/YibxVlBYxc",,@,# #,1123534424803553281,https://twitter.com/WWF/status/1123534424803553281
876,WWF,WWF,2018-08-24 15:30,843,1549,"Water is the world’s most precious resource. But soaring demand & the impact of climate change could leave billions facing water shortages, & lead to conflict. We need to work together to ensure sustainable water supplies for all & that includes # wildlife… # wwweek # connect2lifepic.twitter.com/k5gAq767Ux",,,# # #,1032968263343329280,https://twitter.com/WWF/status/1032968263343329280
877,WWF,WWF,2018-06-19 14:10,341,832,# Barcelona has achieved a 30% decrease in pollution by adopting climate-friendly concepts! These small steps are leading us towards safeguarding our only home. credits : @ UNFCCC # climatechange # sustainabilitypic.twitter.com/aK97hJ6y0o,,@,# # #,1009030596851650560,https://twitter.com/WWF/status/1009030596851650560
878,WWF,WWF,2018-06-01 06:45,446,1349,"Great news! The critically endangered mountain gorilla population is increasing! However, these magnificent creatures still face threats such as snare traps, climate change, infrastructure development and diseases. https://pand.as/2soiv68 pic.twitter.com/ViweWG6NLO",,,,1002395695343722496,https://twitter.com/WWF/status/1002395695343722496
879,WWF,WWF,2018-03-18 16:10,534,724,"Half of plant & animal species at risk from climate change in world’s most important natural places, according to new research from WWF & @TyndallCentrehttp://pand.as/2FNbe4G pic.twitter.com/GFdLVZ0wh8",,@TyndallCentrehttp,,975373865642876928,https://twitter.com/WWF/status/975373865642876928
880,WWF,WWF,2017-11-11 22:05,266,625,Fighting climate change means protecting forests. # BhutanforLife is an innovative effort to do just that. # COP23 http://pand.as/2iJ1xtz pic.twitter.com/oB9pU8Yl5r,,,# #,929439920246181888,https://twitter.com/WWF/status/929439920246181888
881,WWF,WWF,2017-10-24 05:10,966,2250,It’s International day of # ClimateAction! There are many reasons to take climate action. This wants to know what yours is? # WWFlivegreenpic.twitter.com/niqHGvYwIq,,,# #,922646333185449986,https://twitter.com/WWF/status/922646333185449986
882,WWF,WWF,2017-08-19 01:10,327,394,"Deforestation hurts our climate & wildlife, such as Orang-utans. More on why forests are so vital http://pand.as/2qAEBzJ # WorldOrangutanDaypic.twitter.com/t7RBafKqJZ",,,#,898668383901798400,https://twitter.com/WWF/status/898668383901798400
883,WWF,WWF,2017-03-21 13:55,383,553,Happy # InternationalForestDay! Forests are on the frontline in the fight against climate change # IntForestDay http://pand.as/2nhOXpj pic.twitter.com/iEGdNJVe4d,,,# #,844155422168748032,https://twitter.com/WWF/status/844155422168748032
884,WWF,WWF,2017-03-21 13:10,243,434,Forests trap carbon as they grow. Sustainably managed forests are the frontline against climate change. # IntForestDaypic.twitter.com/eAf6wc1WT8,,,#,844144096977571840,https://twitter.com/WWF/status/844144096977571840
885,WWF,WWF,2017-03-21 06:05,386,662,We need healthy forests to fight climate change. # IntForestDaypic.twitter.com/su8smxP38l,,,#,844037114920681473,https://twitter.com/WWF/status/844037114920681473
886,WWF,WWF,2017-01-19 04:58,326,413,2016 # HottestYearEver: More reason to pick up the pace for climate action says @ manupulgarvidal http://bit.ly/2iBwUsZ pic.twitter.com/RxK4MfLAgZ,,@,#,821914704511516672,https://twitter.com/WWF/status/821914704511516672
887,WWF,WWF,2016-04-22 18:25,1716,3021,"We CAN embrace renewable energy, protect forests and change climate change. # ParisAgreementpic.twitter.com/xM55C9pWai",,,#,723533163381821440,https://twitter.com/WWF/status/723533163381821440
888,WWF,WWF,2016-04-21 09:50,487,464,"DYK? Tomorrow, governments will meet to sign a new # climate agreement. RT to tell them we need action now! pic.twitter.com/8VXYDm4Y9A",,,#,723041139243270144,https://twitter.com/WWF/status/723041139243270144
889,WWF,WWF,2016-04-18 03:10,465,564,Climate change is real & it’s affecting some of the most iconic species. # AppsforEarth: http://pand.as/appsforearth pic.twitter.com/JiCmJZkzzy,,,#,721853310173605888,https://twitter.com/WWF/status/721853310173605888
890,WWF,WWF,2016-03-19 04:30,410,326,Join millions of people tonight and shine a light on climate action! # EarthHour pic.twitter.com/AiK4hdRuw3,,,#,711016993688784896,https://twitter.com/WWF/status/711016993688784896
891,WWF,WWF,2016-01-26 21:21,449,459,Protect the forests. They are the # climate umbrella of our planet. # forestsforlife → http://pand.as/1ndtgmZ RTpic.twitter.com/87dI8p6Ic4,,,# #,692064734733058049,https://twitter.com/WWF/status/692064734733058049
892,WWF,WWF,2020-03-28 16:21,126,431,Climate activist @ GretaThunberg: “Earth Hour for me is every hour of every day. The need to unite and protect our planet has never been greater. As we have been asked to avoid public gatherings to slow the spreading of the COVID-19 (coronavirus)...pic.twitter.com/yZeLBqdV2o,,@,,1243906029512994817,https://twitter.com/WWF/status/1243906029512994817
893,WWF,WWF,2020-03-27 12:20,202,349,Just 1 day until # EarthHour 2020! Let’s protect nature - it’s one of our biggest allies against climate change. pic.twitter.com/5EWy7ty6ra,,,#,1243483129106575360,https://twitter.com/WWF/status/1243483129106575360
894,WWF,WWF,2019-09-20 10:59,301,611,We’re seeing the impacts of a changing climate every day. From severe weather events to melting ice. World governments must step up their ambition and take action to tackle the # ClimateCrisis # FridaysForFuture # ClimateActionpic.twitter.com/ePukoxqyy4,,,# # #,1174956221037563905,https://twitter.com/WWF/status/1174956221037563905
895,WWF,WWF,2019-06-22 11:26,214,553,"Rainforests are vital to life on Earth. They absorb carbon dioxide and produce oxygen, help stabilise the climate, are home to an incredible variety of plants and wildlifeand regulate rainfall across the globe. # WorldRainforestDay # NatureMatters # Connect2Earthpic.twitter.com/tGrIlJJuQV",,,# # #,1142348215070658560,https://twitter.com/WWF/status/1142348215070658560
896,WWF,WWF,2019-03-02 17:45,270,561,"The ocean economy is worth over US$2.5trillion per year! But marine wildlife is under threat from habitat destruction, pollution and climate change. Tomorrow on # WWD2019 we're calling for a global agreement to # StopPlasticPollution: https://go.panda.org/plastics # Connect2Earthpic.twitter.com/hREwkpWDBt",,,# # #,1101871231974948864,https://twitter.com/WWF/status/1101871231974948864
897,WWF,WWF,2019-03-01 18:25,459,740,"Oceans regulate our climate and produce 1/2 the oxygen. But 8 million tonnes of plastic are leaking into our oceans every year. 2 days until # WorldWildlifeDay, we're calling for world gvts to # StopPlasticPollution. Sign the petition: # connect2earth https://go.panda.org/plastics pic.twitter.com/ePy2nOJWrc",,,# # #,1101518716347600896,https://twitter.com/WWF/status/1101518716347600896
898,WWF,WWF,2018-12-23 13:31,220,462,"(5/9) # WWFSuccessStories2018 A polar bear patrols the perimeter of its dwindling habitat, one of many # climatechange impacts. This year’s IPCC report backed our calls to limit climate change to no more than 1.5°C, to prevent devastating impacts for people and nature. pic.twitter.com/YkccDzyVoF",,,# #,1076802347601399809,https://twitter.com/WWF/status/1076802347601399809
899,WWF,WWF,2018-12-05 12:44,432,747,"It’s # WorldSoilDay. Soil is vital for both people and nature, but pollution, climate change and overgrazing are putting soil at risk. By working together, we can create a sustainable future where people and nature thrive. # LPR2018 # Connect2Earthpic.twitter.com/y4bcjH89Le",,,# # #,1070267770665869313,https://twitter.com/WWF/status/1070267770665869313
900,WWF,WWF,2018-06-12 00:30,224,432,The way we use land for agriculture and forestry causes dangerous climate pollution. But restoring and protecting land is also an essential part of fighting climate change: https://medium.com/@WWF/ad04c2c7b6c0 … # StepUp2018 # GCAS2018,,@WWF,# #,1006287543770537984,https://twitter.com/WWF/status/1006287543770537984
901,WWF,WWF,2018-06-11 16:10,269,477,There is no viable global solution to the climate crisis without improving the ways we use land. # stepup2018 # GCAS2018 http://climate-energy.blogs.panda.org/2018/06/11/solution/ …pic.twitter.com/L1F5rihUC3,,,# #,1006161824302141441,https://twitter.com/WWF/status/1006161824302141441
902,WWF,WWF,2018-06-01 18:50,163,377,"Clean air and clean water - two of the most important things people value in a city, & the very resources that keep us alive. Discover why we need to urgently combat climate change & build sustainable cities to safeguard these resources. https://pand.as/2slKq6Y # welovecitiespic.twitter.com/wzJqCUnFE0",,,#,1002578069729792001,https://twitter.com/WWF/status/1002578069729792001
903,WWF,WWF,2018-05-14 18:50,142,272,Can you live fossil free? This can be a reality if we invest in renewables &make sustainable choices. Don't let climate change wipe out our precious wildlife. How are you playing your part? Check out what these cities are doing and vote for your fav today. https://pand.as/welovecities-2018 …pic.twitter.com/7vK9NkbDvu,,,,996055038878461952,https://twitter.com/WWF/status/996055038878461952
904,WWF,WWF,2017-12-22 14:53,209,320,"# ClimateChange is one of the most urgent threats to our today, & it’s going to take everyone to help change climate change. http://pand.as/WWFwins-Tw # WWF2017Recappic.twitter.com/d9tfCDWBkr",,,# #,944189137527234560,https://twitter.com/WWF/status/944189137527234560
905,WWF,WWF,2017-10-23 09:27,252,337,"# Renewable # energy - the solutions to building a brighter, # climate-friendly future exist today! RT to show your support pic.twitter.com/fjQoNN2pOh",,,# # #,922348619591585792,https://twitter.com/WWF/status/922348619591585792
906,WWF,WWF,2017-04-28 06:52,214,352,"When it comes to the fight against climate change, there’s reason to be hopeful. # PeoplesClimatehttps://twitter.com/World_Wildlife/status/856917679046889473 …",,,#,857804782362177536,https://twitter.com/WWF/status/857804782362177536
907,WWF,WWF,2017-03-26 00:48,163,390,# GutGemacht Germany! Thank you for shining the light on climate action this # EarthHour!pic.twitter.com/HifJyp3Ibq,,,# #,845769475270098945,https://twitter.com/WWF/status/845769475270098945
908,WWF,WWF,2016-11-13 09:15,240,339,"As # ParisAgreement comes into force, discover how sustainably managing # forests can help achieve # climate targets - http://pand.as/2eOA3C7 pic.twitter.com/SCdbo8ER0c",,,# # #,797699321030475777,https://twitter.com/WWF/status/797699321030475777
909,WWF,WWF,2016-06-13 22:10,208,442,"Conserving the Amazon = maintaining climate stability, cultures & economies. # LivingAmazon http://wwf.is/Kq2N301cGmV pic.twitter.com/it6OUkHRQN",,,#,742433997251350529,https://twitter.com/WWF/status/742433997251350529
910,WWF,WWF,2016-03-19 20:02,325,376,Tonight: Millions are turning off the light to shine a light on climate action! # EarthHour at 20:30 your time.pic.twitter.com/uFKzGktPx7,,,#,711251395874308100,https://twitter.com/WWF/status/711251395874308100
911,WWF,WWF,2016-02-13 11:01,263,258,Blue whales are vulnerable to effects of climate change # EndangeredEmoji http://endangeredemoji.com pic.twitter.com/dt2w6L5S89,,,#,698431771122233344,https://twitter.com/WWF/status/698431771122233344
912,WWF,WWF,2016-02-09 17:03,213,223,Blue whales are vulnerable to effects of climate change # EndangeredEmoji http://endangeredemoji.com pic.twitter.com/1W2GEYpTbq,,,#,697073243430195200,https://twitter.com/WWF/status/697073243430195200
913,WWF,WWF,2016-01-18 16:03,133,204,Ice sculptures? Adelie # penguins on a spectacular iceberg in Antarctica. # Climate matters: http://pand.as/wwfpenguins pic.twitter.com/ftxVySfaVj,,,# #,689085685417009153,https://twitter.com/WWF/status/689085685417009153
914,Greenpeace UK,GreenpeaceUK,2020-05-04 13:50,16,25,"Year on year @ Barclays pours billions of pounds into fossil fuels. For the climate, Barclays must phase out support of fossil fuels & invest in industries that can give us the greener, more resilient future we need. # FrackFree # KeepItInTheGroundhttps://unearthed.greenpeace.org/2020/05/04/barclays-is-most-exposed-bank-in-europe-to-us-oil-crisis/ …",,@,# #,1.2572611863424778e+18,https://twitter.com/GreenpeaceUK/status/1257261186342477826
915,Greenpeace UK,GreenpeaceUK,2020-04-30 12:44,70,139,"Yet another sign that the oil industry is in crisis. There is already more oil in the ground than we can afford to burn. For the climate, @ Shell's future must be in renewables. # OilCrash # GreenRecoveryhttps://www.theguardian.com/business/2020/apr/30/shell-cuts-dividend-for-first-time-since-1945-amid-oil-price-collapse?utm_campaign=Carbon%20Brief%20Daily%20Briefing&utm_medium=email&utm_source=Revue%20newsletter …",,@,# #,1.255795180633981e+18,https://twitter.com/GreenpeaceUK/status/1255795180633980929
916,Greenpeace UK,GreenpeaceUK,2020-04-27 15:43,10,29,"A # JustRecovery - that tackles the emergencies in health, nature and climate - is integral to our future prosperity. The opportunities in renewable energy, zero-carbon transport and energy-efficient buildings are huge. So are the risks of failing to act. https://www.bbc.co.uk/news/science-environment-52418624 …",,,#,1.2547530976431104e+18,https://twitter.com/GreenpeaceUK/status/1254753097643110400
917,Greenpeace UK,GreenpeaceUK,2020-04-26 17:07,17,29,South Korea just proved that bold climate action is a vote-winner - even in the middle of a pandemic. # JustRecovery @ alexsobel @ CarolineLucas @ SimonClarkeMPhttps://www.greenpeace.org.uk/news/south-korea-green-new-deal-coronavirus-elections/ …,,@ @ @,#,1.2544118045220045e+18,https://twitter.com/GreenpeaceUK/status/1254411804522004480
918,Greenpeace UK,GreenpeaceUK,2020-04-25 20:22,43,69,The government’s massive road-building plans are out of step with the times and with the Paris Agreement. Now their own climate adviser is saying it would be cheaper and better for the economy to spend that money on broadband instead. # JustRecoveryhttps://www.bbc.co.uk/news/science-environment-52371140 …,,,#,1.2540983454395392e+18,https://twitter.com/GreenpeaceUK/status/1254098345439539200
919,Greenpeace UK,GreenpeaceUK,2020-04-24 14:22,87,153,Add your name if you agree: https://act.gp/3bA68bX Billionaire airline bosses want the government to bail them out with millions of pounds of taxpayer money. But any public money should protect what really matters - people and the climate. # JustRecoverypic.twitter.com/fWHaIXauTQ,,,#,1.2536454097607885e+18,https://twitter.com/GreenpeaceUK/status/1253645409760788480
920,Greenpeace UK,GreenpeaceUK,2020-04-23 13:45,22,35,"Our condolences to the family of Sir John Houghton, a hugely influential physicist & climate scientist who sadly passed away last week. A champion for combatting climate change, he accepted the Nobel Peace Prize in 2007 as Chair of @ IPCC_CH. @ rharrabinhttps://www.bbc.co.uk/news/uk-wales-52325374 …",,@ @,,1.253273858339201e+18,https://twitter.com/GreenpeaceUK/status/1253273858339201024
921,Greenpeace UK,GreenpeaceUK,2020-04-22 13:57,21,37,"We must act decisively to protect our planet from both the coronavirus and the existential threat of climate disruption."" - UN Secretary-General @ Antonioguterres. # EarthDay2020https://www.bbc.co.uk/news/science-environment-52370221 …""",,@,#,1.2529145091838853e+18,https://twitter.com/GreenpeaceUK/status/1252914509183885312
922,Greenpeace UK,GreenpeaceUK,2020-04-21 12:02,12,22,"Even when locked down at home, there are still ways we can protect our planet. Fashion your dressing gown into a lab coat, get online, become a citizen scientist and help our climate and wildlife! https://www.theguardian.com/environment/2020/apr/18/be-a-citizen-scientist-track-plastic-waste-spot-a-spider-monkey-or-beat-coronavirus?fbclid=IwAR1JhvrUL6eAlz5hbM7rfOQDD34TpfipD6AoEsNDScofOpjb1jPrJS_T_F0 …",,,,1.2525231532528476e+18,https://twitter.com/GreenpeaceUK/status/1252523153252847619
923,Greenpeace UK,GreenpeaceUK,2020-04-16 13:33,88,104,"According to a recent survey, 48% of the public agree that the government should respond with the same urgency to climate change as it has with Covid-19. RT If you agree. # ActOnClimatehttps://www.independent.co.uk/environment/climate-change/coronavirus-climate-crisis-uk-government-poll-environment-a9467371.html …",,,#,1.25073407720602e+18,https://twitter.com/GreenpeaceUK/status/1250734077206020096
924,Greenpeace UK,GreenpeaceUK,2020-04-02 19:09,25,43,"We simply cannot return to where we were before Covid-19 struck. Now is the time to redouble our efforts to build more inclusive and sustainable economies that are more resilient in the face of pandemics, climate change and other global challenges. https://www.theguardian.com/commentisfree/2020/apr/02/un-secretary-general-coronavirus-crisis-world-pandemic-response …",,,,1.245745197067141e+18,https://twitter.com/GreenpeaceUK/status/1245745197067141123
925,Greenpeace UK,GreenpeaceUK,2020-04-01 14:37,11,43,"Any public funding to support aviation must be spent in the public interest. No-strings-attached funds for bonuses, shareholder dividends, and more emissions. Conditions that protect workers' rights and the climate. @ Cmmonwealth @ _wearepossiblehttps://www.theguardian.com/environment/2020/apr/01/financial-help-for-airlines-should-come-with-strict-climate-conditions …",,@ @,,1.2453143816274944e+18,https://twitter.com/GreenpeaceUK/status/1245314381627494400
926,Greenpeace UK,GreenpeaceUK,2020-03-31 16:50,7,25,"Today on # TransDayOfVisibility, we celebrate the life and work of Marsha P Johnson, a black trans woman activist and a key figure in the Stonewall uprising. Martha's story of hard-fought victories should inspire climate activists everywhere, read it here: https://www.greenpeace.org.uk/news/rainbow-warriors-queer-movements-climate-activists/ …pic.twitter.com/NwwbrtqtED",,,#,1.2449853017574973e+18,https://twitter.com/GreenpeaceUK/status/1244985301757497344
927,Greenpeace UK,GreenpeaceUK,2020-03-21 11:56,24,48,"Right now, we all need to work together to save lives and keep our communities safe from Covid-19. But with the right recovery, this could be the moment we take the measures that solve the climate crisis at the same time we escape from this one. https://www.greenpeace.org.uk/news/covid-19-coronavirus-needs-our-attention-right-now-recovery-measures-could-be-part-of-the-solution-for-climate-nature-emergency/ …",,,,1.2413026505342034e+18,https://twitter.com/GreenpeaceUK/status/1241302650534203393
928,Greenpeace UK,GreenpeaceUK,2020-03-10 17:45,18,20,"It’s clearly not just a question of more trees equals a safer climate. Trees in the wrong place could exacerbate climate change and biodiversity decline.” https://www.theguardian.com/environment/2020/mar/10/uk-commercial-tree-plantations-ineffective-climate-crisis-report …""",,,,1.2374040927307244e+18,https://twitter.com/GreenpeaceUK/status/1237404092730724352
929,Greenpeace UK,GreenpeaceUK,2020-03-10 11:30,19,28,"The number of people in the UK worried about climate change has doubled in just three years, in the latest sign that extreme weather events, declarations of climate emergencies and street protests are changing public attitudes. # ClimateEmergencyhttps://www.newscientist.com/article/2235860-twice-as-many-uk-citizens-worried-about-climate-change-as-3-years-ago/ …",,,#,1.2373097213395517e+18,https://twitter.com/GreenpeaceUK/status/1237309721339551744
930,Greenpeace UK,GreenpeaceUK,2020-03-02 16:22,16,20,Banks like @ Barclays are backing the companies wrecking our planet & then denying their actions have consequences. For them shareholder value comes first - even if it means cashing in on the climate crisis. # BarclaysShutdown [1/3]pic.twitter.com/Li04wyt1OX,,@,#,1.2344842798680392e+18,https://twitter.com/GreenpeaceUK/status/1234484279868039172
931,Greenpeace UK,GreenpeaceUK,2020-03-02 11:06,18,45,"“Banks are just as responsible for the climate emergency as the fossil fuel companies they fund, yet they’ve escaped scrutiny for years.” Greenpeace climate finance campaigner, Morten Thaysen. # BarclaysShutDown # FossilFuelBankhttps://www.cityam.com/greenpeace-targets-barclays-branches-over-fossil-fuel-financing/ …",,,# #,1.2344046653302252e+18,https://twitter.com/GreenpeaceUK/status/1234404665330225152
932,Greenpeace UK,GreenpeaceUK,2020-04-20 12:35,0,0,There isn't an updated Click Clean report yet but you can find other Greenpeace climate reports at https://www.greenpeace.org/international/tag/climate/ …,,,,1.2521689131038597e+18,https://twitter.com/GreenpeaceUK/status/1252168913103859712
933,Greenpeace UK,GreenpeaceUK,2020-04-14 17:29,10,20,"In the context of climate change, production cuts don't matter one way or the other. The more urgent question facing us now is how to make sure our recovery is based on clean, affordable renewable energy. https://www.bbc.co.uk/news/business-52249103 …",,,,1.2500685908516905e+18,https://twitter.com/GreenpeaceUK/status/1250068590851690496
934,Greenpeace UK,GreenpeaceUK,2020-03-30 17:53,10,14,"Today @ Barclays made a statement about their climate commitments... what was lacking? Substance. Did you know, outside of China, Barclays is the second largest financier of coal power in the world? Still waiting on some *real* news from # Barclayshttps://twitter.com/LankellyChase/status/1244560907063214082 …",,@,#,1.244638980441813e+18,https://twitter.com/GreenpeaceUK/status/1244638980441812993
935,Greenpeace UK,GreenpeaceUK,2020-03-25 20:57,9,15,"The UK govt must provide urgent financial support for self-employed people like fishers to get through this crisis. But it also must provide long-term support for our local, more sustainable fishing fleet which faces existential threats from overfishing and climate change. [3/4] pic.twitter.com/Liri9l3Unh",,,,1.242888230640464e+18,https://twitter.com/GreenpeaceUK/status/1242888230640463875
936,Greenpeace UK,GreenpeaceUK,2020-03-22 22:03,9,20,"With the right recovery, we could solve the climate crisis at the same time as we escape from this one. # COVID19https://www.greenpeace.org.uk/news/covid-19-coronavirus-needs-our-attention-right-now-recovery-measures-could-be-part-of-the-solution-for-climate-nature-emergency/?fbclid=IwAR0aDr5EMRLK8tiyGUxNndLmQZ3gx4noewsBTNRnBRw4NXmLUPxhvGX0_Pc …",,,#,1.2418176750822564e+18,https://twitter.com/GreenpeaceUK/status/1241817675082256384
937,Greenpeace UK,GreenpeaceUK,2020-03-14 12:39,12,11,"Fairbourne, possibly the first place in the UK to be lost to climate change. https://www.greenpeace.org.uk/news/fairbourne-village-lost-sea-climate-change/ …",,,,1.2387766451646956e+18,https://twitter.com/GreenpeaceUK/status/1238776645164695552
938,Greenpeace UK,GreenpeaceUK,2020-03-12 16:30,9,16,"Ending the red diesel tax break and the Nature for Climate Fund announcements are important steps. But they are just a fraction of what is needed to get the UK on track to delivering net zero before COP26"" - @ Rebecca_Newsomhttps://metro.co.uk/2020/03/11/will-budget-2020-help-environment-12382280/ …""",,@,,1.2381101922624266e+18,https://twitter.com/GreenpeaceUK/status/1238110192262426624
939,Greenpeace UK,GreenpeaceUK,2020-03-11 18:53,1,2,Check out our climate manifesto to see what we're asking of the government in terms of roads and transport >> https://bit.ly/2W3sX2J,,,,1.2377836806067692e+18,https://twitter.com/GreenpeaceUK/status/1237783680606769152
940,Greenpeace UK,GreenpeaceUK,2020-03-10 12:33,0,1,"Work on climate change is happening internationally and we have Greenpeace offices in China, India, Americas etc. busy campaigning but there's still plenty we can and must to here in the UK too.",,,,1.2373257545658982e+18,https://twitter.com/GreenpeaceUK/status/1237325754565898246
941,Greenpeace UK,GreenpeaceUK,2020-03-08 19:58,10,15,Are women worse affected by climate change? Read this Unearthed post from 2016 that still rings true today. # InternationalWomensDayhttps://unearthed.greenpeace.org/2016/03/08/why-climate-change-gender-equality/ …,,,#,1.2367128180591985e+18,https://twitter.com/GreenpeaceUK/status/1236712818059198464
942,Greenpeace UK,GreenpeaceUK,2020-03-02 16:28,0,2,"But also, today's action isn't happening in isolation. We (and others) also target pension funds and governments, as well as companies and other banks. Tackling the climate emergency is a huge challenge that'll take lots of different tactics and approaches https://www.theguardian.com/business/2020/jan/20/greenpeace-hits-out-at-davos-banks-for-14tn-climate-hypocrisy …",,,,1.234485843001135e+18,https://twitter.com/GreenpeaceUK/status/1234485843001135105
943,Greenpeace UK,GreenpeaceUK,2020-03-02 16:22,8,20,Banks are as guilty for the destruction of the climate as the fossil fuel companies they fund & @ Barclays is the worst in Europe. They provide billions of pounds in fossil fuel funding every single year. This needs to stop. Now. [3/3] Latest:https://www.greenpeace.org.uk/news/barclays-shutdown-banks-climate-change/ …,,@,,1.2344842854255698e+18,https://twitter.com/GreenpeaceUK/status/1234484285425569792
944,Greenpeace UK,GreenpeaceUK,2020-03-02 16:22,4,13,"Millions of customers trust @ Barclays with their money & their future - but the truth is we can’t trust them with our planet. The choice is clear: fund a better future for your customers, or bankroll climate breakdown. # FossilFuelBank [2/3]pic.twitter.com/gZdTnRHtdk",,@,#,1.234484282376192e+18,https://twitter.com/GreenpeaceUK/status/1234484282376192001
945,Greenpeace UK,GreenpeaceUK,2020-03-02 15:27,2,3,"We tried that along with many other things over the years), but unfortunately they haven't changed. We wish they'd listen to the evidence and do the right thing, but as you say - this is a climate emergency. There's only so many times you can ask nicely. https://www.standard.co.uk/news/london/greenpeace-activists-scale-barclays-canary-wharf-headquarters-and-hang-huge-oil-droplets-a3890971.html …",,,,1.234470281693012e+18,https://twitter.com/GreenpeaceUK/status/1234470281693011968
946,Greenpeace UK,GreenpeaceUK,2020-03-02 12:43,0,1,"So far, Barclays has ignored all of this, even as the disruption and human suffering caused by climate change get more severe - including for their own customers and staff.",,,,1.234429024522457e+18,https://twitter.com/GreenpeaceUK/status/1234429024522457088
947,Greenpeace UK,GreenpeaceUK,2020-03-02 12:14,0,3,"So far, Barclays has ignored all of it, even as the impacts of climate change get more severe. At some point, we have to decide if we're happy to let things keep getting worse, or if it's time to try something that's harder for them to ignore.",,,,1.2344216941750436e+18,https://twitter.com/GreenpeaceUK/status/1234421694175043585
948,Greenpeace UK,GreenpeaceUK,2020-03-02 12:04,1,1,"So far, Barclays has ignored all of this, even as the impacts of climate change get more severe. With this much at stake, there's only so many times you can ask nicely. https://www.youtube.com/watch?v=dpD1hduSnvk …",,,,1.2344192098762547e+18,https://twitter.com/GreenpeaceUK/status/1234419209876254720
949,Greenpeace UK,GreenpeaceUK,2020-03-02 11:11,0,1,"Morning Jon, Barclays are funding fossil fuel companies on a massive scale, contributing to environmental damage and human suffering from climate change. That's why activists are targeting them today. More info here: https://www.youtube.com/watch?v=dpD1hduSnvk …",,,,1.234405879992275e+18,https://twitter.com/GreenpeaceUK/status/1234405879992274944
950,Greenpeace UK,GreenpeaceUK,2020-02-27 12:57,342,1318,"Historic! Essentially, the judge has told the government that they have to take in to account the Paris climate agreement & the # ClimateEmergency we face! The only thing the government should do now is cancel the third runway at Heathrow. # NoThirdRunwayhttps://www.bbc.co.uk/news/business-51658693 …",,,# #,1.232983097194492e+18,https://twitter.com/GreenpeaceUK/status/1232983097194491904
951,Greenpeace UK,GreenpeaceUK,2020-02-27 12:14,190,439,BREAKING - Heathrow third runway ruled illegal over climate change Plans for a third runway at Heathrow have been ruled illegal by the court of appeal because ministers did not adequately take into account the government’s climate change commitments. https://www.theguardian.com/environment/2020/feb/27/heathrow-third-runway-ruled-illegal-over-climate-change?CMP=share_btn_tw …pic.twitter.com/hg5eIVDqtF,,,,1.232972242209923e+18,https://twitter.com/GreenpeaceUK/status/1232972242209923072
952,Greenpeace UK,GreenpeaceUK,2020-02-24 12:50,390,689,This is dangerous. Studies show that 25% of tweets about climate change were likely posted by bots - most of them were rejecting or denying climate science. @ Twitter - what do you plan to do about this?https://www.bbc.co.uk/news/technology-51595285 …,,@,,1.2318940946344755e+18,https://twitter.com/GreenpeaceUK/status/1231894094634475520
953,Greenpeace UK,GreenpeaceUK,2020-02-15 16:42,119,191,Wishing you a whaley great day this # WorldWhaleDay Did you know whales are climate heroes? WATCH and find out how: pic.twitter.com/XwGE9gAW9D,,,#,1.228691136065278e+18,https://twitter.com/GreenpeaceUK/status/1228691136065277952
954,Greenpeace UK,GreenpeaceUK,2020-02-15 13:00,31,53,It's World Whale Day today!! Find out why Whales are climate heroes in this new blog! >> https://www.greenpeace.org.uk/news/whales-climate-change/ … # WorldWhaleDay,,,#,1.2286350633839944e+18,https://twitter.com/GreenpeaceUK/status/1228635063383994368
955,Greenpeace UK,GreenpeaceUK,2020-02-12 13:49,67,155,"This isn’t ambitious or anywhere near enough. BP promise to hit net zero, but not how real change will happen. Averting climate catastrophe can't wait. Halting their $71 billion spend on NEW oil and gas would show BP are leading the field, not drilling it. # ClimateEmergencyhttps://twitter.com/bp_plc/status/1227549949950382082 …",,,#,1.2275604360123965e+18,https://twitter.com/GreenpeaceUK/status/1227560436012396546
