date,time,username,name,tweet,replies_count,retweets_count,likes_count,keyword,Label
2019-06-10,17:42:26,jamie_margolin,Jamie Margolin,"READ THIS ARTICLE BY @C2Montreal if you want to know the best ways to support the @ThisIsZeroHour movement + what you should avoid doing if you want to be an ally to the youth climate movement. 

#ThisIsZeroHour #YouthToPower
 https://www.c2montreal.com/post/youth-climate-activist-jamie-margolin/#/ … pic.twitter.com/vdRSgnV7ud",0,20,35,climate,0
2019-06-09,05:56:01,jamie_margolin,Jamie Margolin,"Register for @thisiszerohour ‘s Youth Climate Action Summit July 12th - 14th  in Miami Florida!

Every 11th person who registers will get a free #ThisIsZeroHour T-shirt, in honor of the 11 years we have left to solve the cimate crisis.

REGISTER HERE:  http://thisiszerohour.org/miami/  pic.twitter.com/hseb7Nfpe5",10,56,100,climate,0
2019-06-08,03:44:46,jamie_margolin,Jamie Margolin,"Read this interview with @ELLEmagazine I did about mental health & the #climatecrisis 🌎.

Climate anxiety is real and it’s taken a huge toll on me & many activists.

“I remember crying for three hours, just paralyzed with fear, with existential dread.”

 https://www.elle.com/ocd/a27684145/climate-change-anxiety/ …",13,110,247,climate,0
2019-05-30,03:30:20,jamie_margolin,Jamie Margolin,"Our radical discussion about systems of oppression, returning to indigenous wisdom, and confronting animal agriculture stole the @green4EMA show. That’s the magic that happens on an all #POC climate action panel!

What a perfect way to end my Junior Year #ClimateTour! pic.twitter.com/Gl9pZ5lVgW",0,11,47,climate,0
2019-05-30,02:14:28,jamie_margolin,Jamie Margolin,I wonder how much closer we would be to climate solutions if all the funding that went into those at the top who don’t know the first thing about community organizing went to organizations like @ThisIsZeroHour who have been sparking revolutionary action with hardly any resources!,2,5,32,climate,0
2019-05-30,02:13:18,jamie_margolin,Jamie Margolin,The mainstream climate movement could use a lot less self-congratulating corporations and a lot more urgent grassroots action!,1,0,17,climate,0
2019-05-28,23:58:20,jamie_margolin,Jamie Margolin,"The world needs a climate INTERVENTION.

If we do not #GetToTheRoots of the systems of oppression that caused climate change, we will not survive.

@ThisIsZeroHour is hosting a summit in Miami tackling these issues.

REGISTER FOR THE SUMMIT JULY 12- 14: 
 http://thisiszerohour.org/miami/  pic.twitter.com/brVC8Rq4q4",11,55,149,climate,0
2019-05-28,23:23:23,jamie_margolin,Jamie Margolin,"I hate it when people say “wow it’s so cool how PASSIONATE you are about climate change!”

Like being a #climateactivist is not some fun hobby. You too would be “passionate” about diffusing a ticking time bomb or putting a fire out, which is what climate action is.
🎥:@LeHuffPost pic.twitter.com/Mm0U5hUkuS",6,78,320,climate,0
2019-05-28,15:51:48,jamie_margolin,Jamie Margolin,"Youth are striking, organizing, lobbying, protesting, educating, and building power for our futures.

We did not ask for the climate crisis and yet we are forced to deal with it. 

We are doing the best we can, I hope it will be enough.

via @Mediapart https://www.mediapart.fr/journal/international/230519/aux-etats-unis-jamie-17-ans-et-alexandria-14-ans-font-greve-pour-le-climat?onglet=full …",3,17,42,climate,0
2019-05-27,01:01:48,jamie_margolin,Jamie Margolin,"The climate crisis is not just another issue on the list. It is the grand culmination of all of our societal injustices that have been building up for centires. 

#ClimateBreakdown is like the monster made up of all our other demons: colonialism, racism, capitalism & patriarchy.",1,32,76,climate,0
2019-05-25,03:09:14,jamie_margolin,Jamie Margolin,"Join @ThisIsZeroHour , a youth collective fighting for climate justice, in Miami Florida on July 12th -14th for the #ThisIsZeroHour weekend of emergency climate action.

This summer we will stop the world for a climate action intervention.

REGISTER HERE:  http://thisiszerohour.org/miami/  pic.twitter.com/HiybsvdqS3",2,14,42,climate,0
2019-05-25,01:24:19,jamie_margolin,Jamie Margolin,"Thank you #SpikeLee for supporting the @ThisIsZeroHour movement! 

In a Q and A with #SpikeLee I told him about the intersectional climate justice work #ThisIsZeroHour does, and our summit this summer in Miami and asked if he supported us and wanted to help. 

He said yes! pic.twitter.com/42HZqacMDp",7,38,178,climate,0
2019-05-25,01:04:44,jamie_margolin,Jamie Margolin,"When corporate America tries to tell me the solution to the climate crisis is trusting them, I laugh.

We will not buy and sell our way out of a problem caused by buying and selling.

Hey corporations — if you’re doing everything right, why are we still in a mass extinction?  pic.twitter.com/ykaeAimSSh",7,28,72,climate,0
2019-05-25,00:55:45,jamie_margolin,Jamie Margolin,"It was great meeting @feministabulous at the @C2Montreal summit!

She moderated my panel with some corporate executives on the climate crisis and supported me when I told them off and called out their BS!

Some collaborations are coming soon... 👀  pic.twitter.com/ssyaFj7PXv",1,5,18,climate,0
2019-05-20,01:57:16,jamie_margolin,Jamie Margolin,"I had a great conversation with @FffMauritius for @Dazed !

The youth climate movement is global. Check it out here: 

 https://m.youtube.com/watch?v=U3JtpVGC9Vk …",0,3,7,climate,0
2019-05-19,18:36:26,jamie_margolin,Jamie Margolin,"*a cluster of cells in a womb *

Republican Politicians: OMG LETS #BANABORTION AND SAVE THE LIFE BECAUSE WE’RE #PROLIFE !

*corporations destroying all life on earth, causing a mass extinction, and climate change is killing thousands of people*

Republican Politicans:  pic.twitter.com/rHD0o1H4AJ",0,12,39,climate,0
2019-05-19,03:03:22,jamie_margolin,Jamie Margolin,"Happy 14th birthday to my little climate sister @AlexandriaV2005 !

You are kicking ass and taking names and I’m honored to be in this fight for #climatejustice with you! pic.twitter.com/MIyvecub59",3,4,88,climate,0
2019-05-18,05:35:39,jamie_margolin,Jamie Margolin,"Thank you @aplusapp for sharing my story and the story of @ThisIsZeroHour 🔥🌎!

I have devoted my life to fighting for climate justice since 2016 and I will never ever stop.

#ThisIsZeroHour #YouthToPower 

Watch the video here: https://aplus.com/v/87213/jamie-margolin-is-fighting-climate-change-for-a-better-future/ …",3,14,46,climate,0
2019-05-15,16:09:42,jamie_margolin,Jamie Margolin,"I’ve been on #ClimateTour since September.

I’ve missed so much school and tike with family and friends for the climate.

It’s like a #climatestrike except it can be on any and all days of the week, I don’t just miss school Fridays.

My next stop is the @C2Montreal summit. https://twitter.com/ThisIsZeroHour/status/1128661641837416449 …",3,23,90,climate,0
2019-05-12,00:06:52,jamie_margolin,Jamie Margolin,"The burden of solving this climate crisis can not be solely placed on the youth. If you are an adult with money, resources and connections, please use that to help us fight for our lives! We don’t want a pat on the head, we want a planet that hasn’t fallen into #ClimateBreakdown! pic.twitter.com/22XuwgVh3v",1,23,52,climate,0
2019-05-12,00:04:29,jamie_margolin,Jamie Margolin,"Thank you @TheCommonGood for awarding my climate action lil sister @AlexandriaV2005 and me a scholarship for our activism! We are happy to join @davidhogg111 in being recipients of this award. Im so grateful, though I also mean every word of what I said in my acceptance speech... pic.twitter.com/hngrNz3cZW",1,12,67,climate,0
2019-05-09,23:22:31,jamie_margolin,Jamie Margolin,"THIS FRIDAY @AlexandriaV2005 and I will be receiving @TheCommonGood scholarship and then heading over to the @UN to #StrikeForClimate !

If you are a reporter, politician, activist, or just someone who wants to join the strike and chat about @ThisIsZeroHour and climate, join us!  pic.twitter.com/lDLH2Zv0nY",2,15,77,climate,0
2019-05-09,00:53:02,jamie_margolin,Jamie Margolin,"It was bittersweet speaking to my old middle school about @ThisIsZeroHour this morning. 

On one hand, it was great seeing everyone so engaged and ready to take action on climate change. 

On the other hand, during the Q&A a 5th grader asked me “will we survive this?”  pic.twitter.com/6vOBTivVb9",5,50,123,climate,0
2019-05-08,02:47:17,jamie_margolin,Jamie Margolin,"I am a creature of the wind, sea, rain, clouds, trees, orcas, salmon and all the wildlife of the Pacific Northwest.

My activism is rooted in protecting my beautiful Pacific Northwest, which is being hurt by climate change every day.

What keeps your activism grounded?

📷: @i_D pic.twitter.com/0sdQwZ7bPz",9,7,59,climate,0
2019-05-07,06:20:15,jamie_margolin,Jamie Margolin,Some more literature on how women are uniquely effected by the climate crisis:  https://giwps.georgetown.edu/resource/women-and-climate-change/ …,9,9,32,climate,0
2019-05-07,06:19:27,jamie_margolin,Jamie Margolin,"On patriarchy, sexism, gender and the climate crisis:  https://www.ted.com/talks/katharine_wilkinson_how_empowering_women_and_girls_can_help_stop_global_warming?language=en …",10,12,35,climate,0
2019-05-07,06:18:54,jamie_margolin,Jamie Margolin,Ya'll really need to do some reading on the linkadge between climate justice and gender justice. Here are a few resources to get you started:  https://climatedefenseproject.org/gender-justice/ ,26,14,75,climate,0
2019-05-07,01:40:33,jamie_margolin,Jamie Margolin,"You know why the climate movement is led by women?

Because patriarchy is the first system of oppression that caused the climate crisis.

Violence against the earth is directly linked to violence against women. 

The exploitation of women is tied to the exploitation of the earth.  pic.twitter.com/vjDJjVRrT9",447,475,1794,climate,0
2019-05-04,16:21:56,jamie_margolin,Jamie Margolin,"💥HUGE ANNOUNCEMENT💥

Mark your calendars for the #THISISZEROHOUR INTERNATIONAL WEEKEND OF YOUTH CLIMATE ACTION: July 12th through 14th 2019. The main event will be a  climate justice summit in Miami but we are encouraging people to organize sister actions all around the world!  pic.twitter.com/r00pFyKDR4",11,120,247,climate,0
2019-05-02,21:50:01,jamie_margolin,Jamie Margolin,"A standing ovation from 1400 people at the @Living_Future conference for @ThisIsZeroHour ‘s #GetToTheRoots climate  justice presentation! 

Everyone was receptive to our message about addressing the systems of oppression that caused the climate crisis! 

#ThisIsZeroHour pic.twitter.com/SDTgjXSoaJ",4,22,117,climate,0
2019-05-02,02:38:30,jamie_margolin,Jamie Margolin,"Plotting big things with @billmckibben backstage at the @Living_Future #LF19 summit! 

He and the @350 crew are on board with @ThisIsZeroHour and the youth climate movement 🔥👀.... tune into #ThisIsZeroHour on Saturday for a big announcement! 

#GetToTheRoots #YouthToPower pic.twitter.com/p2QfVEL1Ci",1,19,74,climate,0
2019-05-01,01:40:10,jamie_margolin,Jamie Margolin,"I’ll start — @marcorubio @GOP @SenateGOP @HouseGOP @WaHouseGOP @VP @realDonaldTrump @tedcruz —#YouDontLoveYourKids 

You are actively destroying their lives and futures by worsening climate change, and that is not love.

Being a loving parent would mean protecting your kids.",2,4,21,climate,0
2019-05-01,01:25:07,jamie_margolin,Jamie Margolin,"Let’s start the hashtag,   #YouDontLoveYourKids to hold politicians and buisness leaders who are worsening the climate crisis accountable.

Why? Cause dooming your childs future is not love.

I know this is uncomfortable, but you know what is more uncomfortable? 

Climate change.",1,20,63,climate,0
2019-04-30,21:15:15,jamie_margolin,Jamie Margolin,"Do politicians and CEOs who know about the deadly effects of climate change yet continue to make it worse really love their kids?

Cause #YouDontLoveYourKids if you’re leaving them with an unlivable future when you have the power to make change & choose money over their lives...",7,42,134,climate,0
2019-04-30,05:17:37,jamie_margolin,Jamie Margolin,Big things are on the horizon from @ThisIsZeroHour — a scrappy but determined org headed by young women of color determined to solve the climate crisis in a justice based way!  https://twitter.com/ThisIsZeroHour/status/1123063589323939840 …,0,21,99,climate,0
2019-04-26,20:01:10,jamie_margolin,Jamie Margolin,"It’s about time @harvard stop investing 40 BILLION dollars in the destruction of their own students futures. 

Retweet if you agree colleges need to #DIVEST from fossil fuels!!!

#Fridays4Future
@GretaThunberg @grist @Greenpeace @SierraClub @350 @People4Bernie @Peoples_Climate  pic.twitter.com/eSR1bf1Y4W",3,106,180,climate,0
2019-04-26,18:52:53,jamie_margolin,Jamie Margolin,Thank you @RollingStone for highlighting my voice and the voices of my fellow climate justice activists and @AlexandriaV2005 @israhirsi @havenruthie @xiuhtezcatl .... https://twitter.com/RollingStone/status/1121817990373236738 …,2,12,70,climate,0
2019-04-25,22:00:46,jamie_margolin,Jamie Margolin,"I got to meet the amazing #LGBTQ activist @JazzJennings__ !

Here’s to the queer jew crew ✡️ 🏳️‍🌈 ! Happy #passover Jazz — I’m a queer Latina climate justice activist & author — down to collab with u on any lgbt or climate work!

Evry1 tag @JazzJennings__ so she sees this!! pic.twitter.com/13filxzkBW",2,3,24,climate,0
2019-04-23,00:43:00,jamie_margolin,Jamie Margolin,I have partnered with #TeenageVoice2019 to make sure our leaders listen to youth on climate change and have our best interests at the front of their minds when making climate related decisions 🌎🌳👊🏼!  Scan this post or go to  https://teenagevoice.net/  to add your voice! #ad pic.twitter.com/CAR5AM2RT5,1,9,11,climate,0
2019-04-19,21:24:06,jamie_margolin,Jamie Margolin,Why I am finally joining #FridayforFuture and striking for climate in solidarity with youth like @GretaThunberg @AlexandriaV2005 @Alejand51716372 @JuanDav63205459 : pic.twitter.com/aeMJIncTGS,5,73,295,climate,0
2019-04-11,03:28:19,jamie_margolin,Jamie Margolin,"Shout out to my fellow #LGBT climate justice activists!

Queer voices are important in this field. 

❤️🧡💛💚💙💜

Shout out to all my fellow #CLIMATEGAYS / #QUEERSFORCLIMATEJUSTICE !

Read this Op-Ed via @grist ! https://twitter.com/grist/status/1116008447315722242 …",0,13,44,climate,0
2019-04-11,00:38:03,jamie_margolin,Jamie Margolin,"I’ve been plotting with the Colombian kids ( @Alejand51716372 @JuanDav63205459 ) — the United States needs to stop our colonial BS with Colombia and instead start helping them protect the Amazon!

Overlook Latin America in the climate fight and we will ALL die 🌎. #ThisIsZeroHour pic.twitter.com/VuvDqMW0Cn",1,11,21,climate,0
2019-04-11,00:32:19,jamie_margolin,Jamie Margolin,"The #AmazonRainforest is vital to life on earth and solving the climate crisis — IF WE LOSE ANY MORE OF THE AMAZON, WE LOSE THE BATTLE FOR SURVIVAL OF LIFE ON EARTH.

#SaveTheAmazon",2,12,28,climate,0
2019-04-11,00:29:25,jamie_margolin,Jamie Margolin,"THREAD ON LATIN AMERICA AND THE CLIMATE CRISIS!

“I just want peace in Colombia 🇨🇴... without peace in Colombia we will not survive the climate crisis” — @Alejand51716372 from #FridaysForFurture Colombia.

Deforestation in Colombia needs to stop if we want to save life on earth! pic.twitter.com/hGcL5Sc4ZA",4,35,72,climate,0
2019-04-08,15:25:42,jamie_margolin,Jamie Margolin,Hello! My name is Jamie and I’m a 17 year old climate justice activist who co runs a young women of color led climate justice organization: @ThisIsZeroHour . We helped inspire the first climate strikes and work on dismantling systems of oppression that caused climate change.,5,2,33,climate,0
2019-04-07,04:42:08,jamie_margolin,Jamie Margolin,". @ThisIsZeroHour is a climate justice organization  run by young women of color.

We are a safe space for WOC to take charge in getting to the roots of the climate crisis.

If you are a youth of color looking for a space in the climate movement, we could be the home for you.  pic.twitter.com/gdFxjovDx0",1,84,179,climate,0
2019-04-05,21:00:58,jamie_margolin,Jamie Margolin,"🌱Listen up people !🌱
@ThisIsZeroHour is going to make an exciting announcement on #EarthDay , but in order to make the events we will be announcing possible, we need YOUR help! 

As in $$$!

Fund women of color led climate organizing!

DONATE HERE:  https://actionnetwork.org/fundraising/zero-hour-youth-climate-action … pic.twitter.com/uLW16qmTzk",1,18,28,climate,0
2019-04-05,04:48:47,jamie_margolin,Jamie Margolin,"These are the messages I get from my friends on the #PineRidge reservation.

If you’re not funding the frontline climate communities in your activism, you need to start.

Our resources need to start going to the grassroots.

DONATE TO PINE RIDGE HERE:  http://bit.ly/PRFloodRelief  pic.twitter.com/FCdFARHIlR",0,18,29,climate,0
2019-04-04,23:51:58,jamie_margolin,Jamie Margolin,"Hey @Harvard , you’re smart, you go to Harvard.

You know better than to fund the climate crisis!

Please listen to the youth who will be flooding your campus on April 26th and divest from all fossil fuel ⛽️ interests!

Put the interests of your students first and #DIVEST ! pic.twitter.com/PtQi7xEzT8",0,19,50,climate,0
2019-04-01,04:32:57,jamie_margolin,Jamie Margolin,"See you in May, @C2Montreal !

I am honored to be one of the 7 under 17 speaking at #C2Montreal to world business and political leaders.

Leaders, get ready to get SCHOOLED on climate justice, because #ThisIsZeroHour to act on climate💪🏼!

More info here:  https://www.c2montreal.com/news/7-under-17/ … pic.twitter.com/6Ii3d4bb94",1,5,30,climate,0
2019-03-29,14:49:16,jamie_margolin,Jamie Margolin,"🚨ACTION ALERT 🚨 

Indigenous frontline climate communities need your help!

There has been awful climate change caused flooding and the community needs you to pitch in!

GIVE EMERGENCY DISASTER RELIEF HERE:  https://www.amazon.com/hz/wishlist/ls/VXKI9RTXM7YM?ref_=wl_share … pic.twitter.com/e2ZVtGZuZ7",0,22,25,climate,0
2019-03-29,14:44:33,jamie_margolin,Jamie Margolin,"🚨 ACTION ALERT 🚨 

PLEASE GIVE TO HELP THE PINE RIDGE COMMUNITY RECOVER FROM CLIMATE DISASTER:  https://www.amazon.com/hz/wishlist/ls/VXKI9RTXM7YM?ref_=wl_share … https://twitter.com/ChaseIronEyes/status/1111490327108558848 …",0,7,11,climate,0
2019-03-29,03:28:37,jamie_margolin,Jamie Margolin,"If you too want to address the systems of oppression that started the climate crisis, sign up to become a #ThisIsZeroHour ambassador! 

Go to  http://bit.ly/TOTHEROOTS  to sign up!

Let’s #GetToTheRoots of climate change 🌎💪🏼🌎!  pic.twitter.com/vqOKnAKRkJ",2,19,39,climate,0
2019-03-29,03:25:56,jamie_margolin,Jamie Margolin,#GetToTheRoots of climate change in your communities! I’ve been running around Seattle giving @ThisIsZeroHour ‘s intersectional climate justice presentation at every chance I get! (I have an essay I should have been working on instead but solving the climate crisis comes first!)  pic.twitter.com/EgyHyHPzmA,3,40,125,climate,0
2019-03-28,04:26:57,jamie_margolin,Jamie Margolin,"What’s that you say? @BetoORourke takes fossil fuel money and is NOT strong on climate change? That means I’m NOT voting for him, and neither should you!  

#NoFossilFuelMoney
#ThisIsZeroHour pic.twitter.com/r30dmISo8j",4,32,101,climate,0
2019-03-28,02:26:03,jamie_margolin,Jamie Margolin,"~ 600,000 deaths occurred worldwide due to natural disasters from 1990 onward, out of which 95% were from the poor/developing countries. 

So I don't want to hear ya'll saying ""climate change has nothing to do with social justice"" anymore.

DEVELOPING COUNTRIES ARE SUFFERING!",1,27,66,climate,0
2019-03-28,02:24:08,jamie_margolin,Jamie Margolin,"CLIMATE CHANGE KILLS!

Climate change is expected to cause approximately 250,000 additional deaths per year between 2030 and 2050 - @WHO

FOSSIL FUEL & FACTORY FARMING CORPERATIONS +  COMPACENT POLITICIANS -- YOU ARE MURDERERS WITH BLOOD ON YOUR HANDS!

Looking at you @exxonmobil",2,21,52,climate,0
2019-03-28,01:57:57,jamie_margolin,Jamie Margolin,"(1/2) CLIMATE CHANG IMPACT ON MENTAL HEALTH:

A warmer world will mean more people taking their own lives. A study published in Nature found that after a 1 degree C rise in temperature in the United States and Mexico, the suicide rate rose by 0.7% and 2.1%
via @ecobusinesscom",2,5,15,climate,0
2019-03-28,01:54:38,jamie_margolin,Jamie Margolin,"An average of 21.5 million people have been forcibly displaced since 2008 due to climate changed-related weather hazards, according to the @UN High Commissioner For Refugees. 

So if you care about immigration and refugee issues, you also gotta start caring about climate!",0,7,20,climate,0
2019-03-28,01:53:39,jamie_margolin,Jamie Margolin,"If the world warms by 3.7 degrees Celsius, the cost in damage will run to US$551 trillion, more than all the wealth that exists in the world today in property and land.

So climate change will destroy wealth, and wealth is what people have been using as an excuse not to act...",32,519,1312,climate,0
2019-03-27,02:53:04,jamie_margolin,Jamie Margolin,My heart ♥️ is full after @ThisIsZeroHour ‘s first #GetToTheRoots of climate change training webinar. 100 youth were trained and will now go out into their own communities and train more youth! Everyone was so engaged  and it gave me a huge boost of energy and inspiration 💪🏼🌎🌲!  pic.twitter.com/Zuk0guo5Tj,1,32,106,climate,0
2019-03-26,14:43:22,jamie_margolin,Jamie Margolin,". @grazia_fr profile along with other amazing young climate activists like @gretathunberg, @AnunaDe & @jean_hinchliffe ! On newsstands now and in April for all my French peeps 🇫🇷🥖! #ThisIsZeroHour #YouthToPower pic.twitter.com/o4Nt4KGesC",5,21,107,climate,0
2019-03-25,01:29:38,jamie_margolin,Jamie Margolin,My magic crystal ball predicts irreversible climate disaster unless we #ActOnClimate NOW 🔮✨! pic.twitter.com/gZpVt37kd0,6,13,96,climate,0
2019-03-22,05:06:23,jamie_margolin,Jamie Margolin,Excited to be included on @apoliticalco’s list honouring the World’s 100 Most Influential People in Climate Policy for 2019 alongside some inspirational leaders from around the world. Check out the full list here:  https://bit.ly/2Hkc5hK  #100ClimateLeaders #ThisIsZeroHour,0,4,12,climate,0
2019-03-21,19:48:57,jamie_margolin,Jamie Margolin,"Colonization caused the climate crisis, so why are we trying to colonize our way out of it?

The definition of insanity is trying to solve a problem with the same thinking that caused it.

So why are we trying to solve climate change with the same systems that caused it?",12,33,121,climate,0
2019-03-20,23:41:20,jamie_margolin,Jamie Margolin,"Had a great time working with students at my school along with @jasper_the_poet to #GetToTheRoots of the climate crisis!

On days that we don’t strike, we r having revolutionary #climatejustice conversations in our schools.

#ThisIsZeroHour & we all need to be doing our part 💪🏼! pic.twitter.com/aFItstfTov",2,10,30,climate,0
2019-03-20,23:16:14,jamie_margolin,Jamie Margolin,"Honored to be on this list along with @AOC @GretaThunberg @Pontifex and so many others!

Some other names that belong on this list: @nadiabaltimore @Elsamengistu @sohayeldeeb @wildirisfen @ariellemcohen and hundreds more.

The climate justice movement is a leaderful movement🤩!  https://twitter.com/apoliticalco/status/1108360039339823105 …",8,30,129,climate,0
2019-03-20,00:03:50,jamie_margolin,Jamie Margolin,"After I gave my @TEDx  talk about getting to the roots of the climate crisis, I got to lead a workshop/simulation about how different communities are effected by fossil fuel extraction and climate change. 

The workshop/simulation went really well & everyone was so engaged!  pic.twitter.com/40Pt3LhpUG",0,2,3,climate,0
2019-03-19,23:41:02,jamie_margolin,Jamie Margolin,The activity helped the participants understand and #GetToTheRoots of the climate crisis! It was so amazing to see everyone make the connections in their head and even open up about their personal stories of how environmental injustice has hurt their communities....  pic.twitter.com/gNADwl0J80,3,2,16,climate,0
2019-03-16,18:21:14,jamie_margolin,Jamie Margolin,"The #ClimateStrike was just the beginning! @thisiszerohour is launching a campaign #GetToTheRoots to get to the roots of the systems of oppression that caused the climate crisis 🌳🗣💪🏼.

Sign up HERE to become a Zero Hour ambassador in your community:
 http://bit.ly/TOTHEROOTS  pic.twitter.com/BrIPFELzEE",8,50,128,climate,0
2019-03-16,17:34:35,jamie_margolin,Jamie Margolin,". @ThisIsZeroHour just launched the post-#climstestrike campaign to #GetToTheRoots of the climate crisis 🌳💪🏼🗣! 

Let’s take the momentum from #FridaysforFuture back into our schools and address the systems of oppression that caused the climate crisis in the first place!  pic.twitter.com/E44ltZRy02",5,32,110,climate,0
2019-03-15,14:25:13,jamie_margolin,Jamie Margolin,"Thank you for having me @Expressen and #TV4 on your show and featuring the work of @ThisIsZeroHour 🌎📢💪🏼! 

The youth climate action movement in the United States has been going strong for many years. 

#ThisIsZeroHour to act on climate change! 

 https://www.tv4play.se/program/link/11974849 …",0,6,17,climate,0
2019-03-14,15:33:05,jamie_margolin,Jamie Margolin,"I’m so pumped to be giving a @TEDx talk about intersectional climate justice on March 16th!

Tune into the livestream of my @TEDxTeen talk here on Saturday:  https://tedxyouthcolumbia.com  https://twitter.com/TEDxYouthCola/status/1106200946315575297 …",0,6,26,climate,0
2019-03-14,06:21:32,jamie_margolin,Jamie Margolin,"#WhyIClimateStrike

What I fear most about the climate crisis is not just the damage it is doing to our earth, but the horrific things humans do to each other in times of fear, chaos, crisis and low resources.

I fear what we will do to each other when the chaos hits. 

#ZeroHour",24,284,1015,climate,0
2019-03-14,04:25:12,jamie_margolin,Jamie Margolin,"#Throwback to the first ever #YouthClimateMarch on July 21 2018! 

I remember back then people thought that would be the end of youth climate mobilizations. Little did they know it was only the beginning!

I better see you striking on March 15th! 

#ClimateStrike @ThisIsZeroHour https://twitter.com/GutzyLo/status/1020790695177740290 …",1,6,24,climate,0
2019-03-14,04:21:27,jamie_margolin,Jamie Margolin,"#Throwback to the first ever #YouthClimateMarch on July 21 2018! 

I remember back then people thought that would be the end of youth climate mobilizations. Little did they know it was only the beginning!

I better see you striking on March 15th! 

#ClimateStrike @ThisIsZeroHour https://twitter.com/KristinMinkDC/status/1020853281592094720 …",0,0,7,climate,0
2019-03-14,04:20:21,jamie_margolin,Jamie Margolin,"#Throwback to the first ever #YouthClimateMarch on July 21st 2018 in the rain ☔️.

I remember back then people thought that would be the end of youth climate mobilizations. Little did they know it was only the beginning!

I better see y’all striking on March 15th! #ClimateStrike https://twitter.com/350/status/1020695829672230912 …",0,5,19,climate,0
2019-03-14,04:13:14,jamie_margolin,Jamie Margolin,"Your un-friendly reminder that we are in the 6th mass extinction thanks to climate change and environmental degradation. 

#ClimateStrike #ThisIsZeroHour #WhyIStrike",1,17,48,climate,0
2019-03-14,02:55:22,jamie_margolin,Jamie Margolin,"I will be climate striking! Will you? 

Let’s make this the biggest youth climate action mass mobilization in history ✊🏽🌎!

#ThisIsZeroHour #ClimateStrike https://twitter.com/usclimatestrike/status/1105838321966604288 …",5,35,94,climate,0
2019-03-14,02:32:18,jamie_margolin,Jamie Margolin,"On Friday, March 15th I #ClimateStrike for humanity.

I #climatestrike because climate change is already killing thousands of people and will only kill more.

I #climatestrike to prevent the wars and totalitarianism climate disaster will bring. 

I #climatestrike for survival. pic.twitter.com/lsONV6al1h",5,109,228,climate,0
2019-03-13,01:47:20,jamie_margolin,Jamie Margolin,"So happy to see an article about @ThisIsZeroHour and my work + @Alejand51716372 ‘s climate justice work in a national Colombian newspaper, #EnEspañol so  my family in Colombia can understand 🤩🇨🇴! 

#ThisIsZeroHour #YouthToPower https://twitter.com/TatiPardo2/status/1105494924898770944 …",0,18,45,climate,0
2019-03-13,01:45:21,jamie_margolin,Jamie Margolin,"Thank you @TatiPardo2 and @ELTIEMPO for covering the story of Colombian youth taking climate action!

Everyone go follow @Alejand51716372 , an amazing  Colombian kid fighting for climate justice in Colombia #TierraQuerida 🇨🇴!

Latinx kids all around the 🌎 are making change! https://twitter.com/TatiPardo2/status/1105494924898770944 …",2,4,13,climate,0
2019-03-10,22:29:13,jamie_margolin,Jamie Margolin,"Hey @JayInslee and ALL 2020 presidential candidates:

Saying “I want climate action” isn’t going to cut it.

We need to see NUMBERS. What’s your plan? How are you going to get us down to 350 parts per million of carbon in the air? What are your specific policies?

#2020Election",7,84,332,climate,0
2019-03-08,04:42:23,jamie_margolin,Jamie Margolin,"The US gov & corps. continuing to make climate change worse is not just wrong, ITS CRIMINAL.

How can these people have the AUDACITY to say they support the constitution which says we have the right to “Life & liberty” & then destroy the conditions on earth needed for life?  pic.twitter.com/snEUwkGgup",4,27,55,climate,0
2019-03-08,00:24:44,jamie_margolin,Jamie Margolin,"(8/8) When it comes down to a crisis like climate change when it’s survival of life on earth that’s at stake, it is CRIMINAL to do anything but take adequate and urgent action. 

Like my girl @GretaThunberg said, our leaders need to do less talking on climate & more panicking.",1,12,28,climate,0
2019-03-08,00:14:03,jamie_margolin,Jamie Margolin,"(7/8) So to sum it all up, it’s great that @GovInslee is bringing climate change to the national conversation and running his campaign on climate.

I commend that — but he has not walked his talk in Washington state. 

That’s why @youthvgov and I are suing him.",1,12,23,climate,0
2019-03-07,02:45:25,jamie_margolin,Jamie Margolin,"This scares me the most about climate change:

The way it fuels wars, extremism, tyranny and conflict.

When there is environmental chaos, it fuels societal chaos.

It already has been fueling and worsening wars and violence all over the world.

#climate
 https://www.google.com/amp/s/amp.cnn.com/cnn/2019/03/06/world/climate-change-terrorism-extremism-africa-middle-east-intl/index.html …",16,208,467,climate,0
2019-03-06,02:04:56,jamie_margolin,Jamie Margolin,"PSA TO REPORTERS:

With the climate strikes coming up, ppl need to listen to the actual words youth are saying and not just the fact that we’re saying them.

We don’t need you to be impressed by the fact that we’re protesting, we need you to respond to the demands of our protest.  pic.twitter.com/dSxIfmSIb6",40,596,1818,climate,0
2019-03-04,05:36:24,jamie_margolin,Jamie Margolin,"It was amazing meeting you too @AlexandriaV2005 !

Im always here for big sisterly advice whenever you need it.

Here’s to the youth climate movement 🤩💪🏼!  https://twitter.com/AlexandriaV2005/status/1102345210510692352 …",1,13,95,climate,0
